[84292.], [27577.], 0.7534884552467619, 0.5110185572510291, 0.6634883102516242, 0.4251028086245161
[83240.], [21475.], 0.7949195435228955, 0.5046591852943138, 0.6754545602359822, 0.4418825271200374
[90408.], [33353.], 0.730504763212967, 0.5478708254301072, 0.675901676282847, 0.4348397237759068
[85149.], [21484.], 0.7985239091088124, 0.516229750703269, 0.6838972467893897, 0.4466337436717908
[88857.], [24937.], 0.7808583932369018, 0.5385990859387312, 0.6900940941948919, 0.4510095545512283
[88041.], [23215.], 0.7913370964262602, 0.5337144381331118, 0.6907049049231689, 0.4521884184914592
[88813.], [23148.], 0.7932494350711409, 0.5382932298927208, 0.6942013497971257, 0.4553063063060169
[91908.], [28483.], 0.7634125474495602, 0.5569878006654182, 0.6939062497992011, 0.45061787551066246
[90187.], [27357.], 0.7672616211801538, 0.5465448176810311, 0.6905360935342048, 0.44498892894543685
[91968.], [27290.], 0.7711683912190377, 0.5574797994799086, 0.697561616184882, 0.4536494098290228
[88101.], [21367.], 0.8048105382394856, 0.5341785506402794, 0.6970618460201385, 0.45670819301102306
[91673.], [25381.], 0.7831684521673757, 0.5555703697418898, 0.7006620098632212, 0.45758774551212433
[90975.], [24378.], 0.7886660945098957, 0.5515307668990603, 0.7004067560474222, 0.4586083852530015
[89812.], [23380.], 0.793448300233232, 0.5443250483342121, 0.6986143130640654, 0.45741908016546573
[90072.], [22758.], 0.7982983249135868, 0.5458743674434108, 0.7008414093991748, 0.4618251525506295
