[84574.], [30221.], 0.7367394050263513, 0.5127250682024856, 0.6579889004808506, 0.41501824739340404
[75956.], [15940.], 0.8265430486637068, 0.4611975008045272, 0.663354303233742, 0.4416401505782416
[84337.], [26264.], 0.7625337926420195, 0.511232481450948, 0.6670777174096924, 0.4324774097396202
[84367.], [24167.], 0.777332448817882, 0.5115352666905153, 0.6729179949793276, 0.43392727104596973
[82896.], [21766.], 0.792035313676406, 0.5025736163401903, 0.6736594901193325, 0.4406683572037003
[83580.], [21412.], 0.7960606522401706, 0.5068618592212109, 0.6772787717489682, 0.4443594609499081
[86467.], [24301.], 0.7806135345948289, 0.5242489465547033, 0.6815545459690792, 0.44398107577312534
[86622.], [24940.], 0.7764471773542962, 0.5249531843717615, 0.6800126168243419, 0.44355430396672635
[87538.], [26796.], 0.7656340196267077, 0.5305976481997818, 0.6800853973876981, 0.4397563916770254
[90332.], [30331.], 0.7486304832467285, 0.5473538785947138, 0.6827985804115594, 0.4397361812476805
[86561.], [24276.], 0.780975666970416, 0.5248156860842994, 0.6817888597121792, 0.4440668808922975
[88137.], [24935.], 0.7794767935474741, 0.5343028789320853, 0.6861492031487522, 0.449496930121994
[85488.], [20199.], 0.8088790485111698, 0.5185302002838669, 0.689089342801181, 0.4525937038068391
[86298.], [21377.], 0.8014673786858603, 0.5231735485083449, 0.6889237309375437, 0.4536880055220326
[84229.], [18986.], 0.8160538681393208, 0.5107480914178991, 0.6874759231410563, 0.45618851687992257
