5.053397, 2.915242
5.341028, 2.937467
5.039398, 3.157904
4.759244, 2.913321
4.807416, 2.883924
4.625531, 3.345398
4.762010, 3.061142
4.771689, 3.062008
5.138668, 2.898412
5.158607, 2.888645
4.954298, 2.786551
4.365121, 3.021234
4.496306, 3.293450
4.750375, 3.192676
4.734106, 2.980514
4.472319, 3.063246
4.773929, 2.984859
4.955338, 3.117358
5.210581, 3.178740
5.059173, 3.120939
5.026172, 2.900744
4.463773, 2.956138
4.686780, 3.295122
4.968241, 3.136912
4.691042, 3.108198
4.679747, 3.140533
4.879410, 2.910695
4.493588, 3.074667
4.996217, 2.903778
5.275908, 2.868781
4.626277, 2.923817
4.424065, 3.028696
4.639495, 2.912173
4.684939, 3.002599
4.906253, 2.893699
4.868554, 2.947486
4.833937, 2.835731
4.956118, 3.185070
5.108753, 3.221161
4.886602, 3.059211
4.794446, 3.110230
4.869716, 2.848701
5.192762, 2.813982
5.176735, 3.130798
5.174513, 3.124027
5.158195, 3.080929
4.844036, 3.073945
4.503001, 2.882382
4.713980, 3.070870
5.315305, 2.978215
4.790370, 3.003195
5.007340, 3.228624
4.896505, 2.888178
4.776648, 3.036717
4.998786, 2.929880
4.702035, 3.063058
4.578269, 3.136104
4.478003, 3.133394
4.799203, 3.098288
4.826379, 3.126082
4.734259, 3.181790
4.441392, 3.350857
4.693738, 3.134499
5.332170, 2.965500
4.599120, 2.862002
4.957626, 2.954241
5.341481, 3.338694
4.832999, 3.145294
4.568497, 3.028931
4.847816, 3.001300
5.023290, 3.005286
4.717845, 2.958607
4.563988, 2.789399
5.074032, 3.171855
4.784677, 3.044629
4.697775, 3.052572
5.132223, 3.027856
5.107233, 2.828978
5.345917, 3.088812
5.122821, 3.171334
5.106244, 3.188230
4.998966, 2.876487
4.971947, 2.947087
4.515776, 2.751184
5.191090, 3.024372
5.323681, 3.073924
4.807809, 2.928478
5.148796, 2.840841
5.185390, 2.985957
5.257612, 2.868009
5.391406, 2.925602
4.850710, 2.862707
5.131301, 2.963937
4.688607, 3.193577
4.669466, 2.938441
4.837942, 3.122884
5.358140, 3.072031
5.443659, 3.231881
5.470582, 3.124929
4.901263, 2.901649
5.458792, 2.941076
5.358343, 2.933312
5.432111, 3.012050
4.994572, 3.115546
5.534503, 3.108500
5.061118, 2.906522
5.120391, 3.122098
5.248784, 3.215550
5.255424, 2.761962
5.453639, 3.046585
5.254356, 2.959795
4.881544, 3.196910
5.124081, 2.859486
4.755508, 3.024767
5.270052, 3.007043
5.059927, 2.989804
5.065356, 2.924801
5.361650, 3.037157
5.139512, 3.164631
5.648157, 3.130705
5.222062, 2.689727
4.879493, 3.135541
4.946026, 3.064330
4.880232, 3.137233
4.998206, 3.075821
5.294042, 3.077903
4.740130, 2.957110
5.217098, 2.960946
4.802359, 3.033398
4.904052, 3.111370
5.045818, 2.934510
4.837119, 2.904987
5.195791, 2.968262
4.822524, 2.874789
5.007539, 3.043701
4.901457, 3.258600
4.900465, 2.948733
4.975529, 3.277601
4.791855, 3.387343
4.950075, 3.234732
4.885787, 3.018631
5.396630, 3.000715
5.087783, 3.067232
4.743013, 3.066193
5.201844, 3.221005
4.776681, 3.122224
5.035312, 2.932826
4.996586, 2.752417
5.023030, 3.181422
4.821696, 3.158598
5.238802, 2.968887
4.853958, 3.079379
4.440380, 2.922844
4.693180, 2.952261
5.181730, 2.904635
5.290399, 2.890781
4.991783, 2.942742
5.352264, 3.005407
5.152688, 3.083170
4.609197, 2.867296
5.314315, 2.945692
4.981832, 3.090093
5.409779, 3.002242
5.072176, 2.974152
4.996498, 2.916138
5.065318, 2.900167
5.029593, 2.902104
5.317336, 3.131529
5.273030, 2.935005
4.920899, 2.974397
5.338708, 3.120810
5.276937, 3.054167
5.043802, 3.068724
4.720630, 3.268196
5.299845, 3.251121
4.873203, 2.891388
5.405895, 2.968626
4.986627, 3.003564
4.945988, 3.092991
4.621951, 3.301582
5.360775, 2.802299
4.691232, 3.175693
5.170850, 3.066428
4.842455, 2.935937
4.738441, 3.138064
5.198039, 2.978508
4.495624, 3.173004
5.158127, 3.136048
5.086669, 3.277887
4.783776, 3.005377
5.175196, 2.945256
5.270716, 3.014819
5.068261, 3.026469
5.295640, 2.973423
4.779601, 2.946703
4.540481, 3.140587
4.787927, 2.933360
5.012177, 2.833266
4.779158, 2.862603
5.113095, 2.911212
4.801157, 3.087177
4.463305, 2.940723
4.679797, 3.239843
4.567058, 2.884505
5.308210, 2.922289
4.913178, 3.132193
5.388580, 2.932103
5.141403, 2.965296
