1465.760132, 4.260026, 4.235980, 8.972694, 8.312857, 1.659565, 2.994694
1422.023071, 4.503825, 4.224013, 8.209546, 9.026718, 1.667259, 3.144237
1154.730225, 4.511481, 4.224685, 7.767252, 9.727015, 1.663706, 3.322393
1224.787109, 3.966010, 4.219229, 10.045995, 8.268683, 1.659636, 2.887379
1035.524048, 4.226340, 4.207176, 8.890631, 8.642526, 1.652768, 3.009873
1158.647949, 4.673526, 4.237282, 7.358303, 10.054020, 1.646164, 3.300238
1176.792236, 3.986539, 4.304439, 8.719327, 8.252025, 1.654466, 3.014202
1168.275146, 4.294899, 4.242184, 8.918593, 8.335329, 1.647358, 3.021785
1375.814819, 4.335639, 4.284307, 8.879041, 8.532989, 1.666333, 3.023906
1089.425293, 4.352807, 4.271250, 8.753495, 8.061007, 1.654688, 3.005063
1088.343628, 4.474957, 4.207869, 8.332450, 8.215156, 1.646205, 2.997815
1255.537598, 4.403609, 4.241568, 7.303202, 9.132386, 1.638654, 3.282311
974.683289, 4.138504, 4.213431, 8.933749, 7.886584, 1.649747, 2.876501
1004.730713, 4.284454, 4.231431, 8.700988, 7.800838, 1.653515, 2.864793
912.912170, 4.170505, 4.194609, 9.940328, 7.514291, 1.658935, 2.722249
1000.427307, 4.332926, 4.268061, 6.854493, 8.859132, 1.649570, 3.298696
958.034363, 4.356535, 4.251376, 9.175069, 8.157584, 1.656285, 2.865201
760.024109, 4.180483, 4.230415, 8.473364, 8.431224, 1.645828, 2.890205
834.091980, 4.429312, 4.198697, 7.054216, 8.437344, 1.651412, 3.135038
979.696350, 4.412086, 4.213495, 8.261390, 8.315695, 1.635967, 3.006723
839.653687, 4.206729, 4.214261, 8.979104, 8.004733, 1.641080, 2.824553
890.773987, 4.358753, 4.226548, 6.932661, 8.723389, 1.648854, 3.128270
634.578186, 4.216215, 4.216471, 8.716313, 7.895936, 1.662608, 2.822480
808.975220, 4.377534, 4.229614, 7.511284, 8.220496, 1.655394, 3.006482
835.199402, 4.424622, 4.209842, 8.861484, 7.177724, 1.647934, 2.723962
619.585327, 4.261534, 4.195502, 10.079217, 6.493453, 1.648934, 2.456554
661.263977, 4.102901, 4.232701, 9.347306, 7.274850, 1.632824, 2.703111
579.529541, 4.308490, 4.213824, 9.061682, 7.323083, 1.645173, 2.693398
763.635498, 4.447659, 4.207063, 8.281542, 7.465469, 1.641011, 2.821919
478.224670, 4.350876, 4.201966, 8.629014, 6.868394, 1.649278, 2.546068
475.621643, 4.182771, 4.201463, 6.735412, 8.495917, 1.654655, 3.124882
571.859375, 4.347731, 4.221751, 6.119233, 8.500281, 1.651877, 3.254401
398.186646, 4.165829, 4.206176, 7.116912, 8.010026, 1.657072, 2.991915
438.158752, 4.584428, 4.196930, 6.449467, 7.916744, 1.654047, 3.096762
498.963623, 4.375359, 4.240288, 6.795585, 8.168660, 1.650018, 2.966030
393.401123, 3.745867, 4.242138, 8.502869, 7.305744, 1.645520, 2.583546
443.807526, 4.228249, 4.221006, 7.787010, 7.032650, 1.636773, 2.815759
448.437958, 4.333518, 4.215518, 5.922697, 8.564478, 1.644468, 3.220914
445.940186, 4.364427, 4.219287, 8.748184, 6.151383, 1.664422, 2.449230
405.467407, 4.479390, 4.183969, 7.233693, 7.424236, 1.645043, 2.827008
380.945312, 4.366580, 4.210804, 6.712362, 8.007291, 1.662415, 2.937213
300.063110, 4.544900, 4.199512, 6.564917, 7.857233, 1.642924, 2.911062
286.117737, 4.211688, 4.198642, 6.755075, 8.264850, 1.641098, 2.974837
334.056366, 4.550003, 4.191924, 7.354860, 7.708654, 1.645574, 2.689088
204.628387, 4.407408, 4.209122, 6.573444, 7.874646, 1.651598, 2.842018
286.000214, 4.277926, 4.215122, 7.646669, 7.068874, 1.642519, 2.545523
215.467377, 4.514633, 4.226837, 6.553264, 7.765758, 1.648208, 2.833950
229.025909, 4.135168, 4.222551, 7.400818, 7.295204, 1.642263, 2.531759
206.713409, 4.557914, 4.191237, 5.912489, 7.856041, 1.643990, 2.940415
205.046539, 4.164346, 4.206686, 6.807224, 6.854862, 1.643628, 2.647262
208.828125, 4.271627, 4.218160, 6.611936, 6.917523, 1.641586, 2.642721
165.047714, 4.238403, 4.198118, 4.984166, 7.703947, 1.645020, 3.041099
282.564636, 4.791731, 4.212173, 4.883570, 8.821002, 1.642593, 3.216197
146.842453, 4.221138, 4.214673, 5.514090, 7.889988, 1.650873, 2.842868
182.028503, 4.330949, 4.201981, 4.951792, 8.112460, 1.647669, 3.072739
154.576477, 4.321826, 4.190594, 5.736468, 7.168279, 1.623587, 2.798035
145.579269, 4.399627, 4.208405, 6.338270, 7.431598, 1.639251, 2.547612
125.805626, 4.279500, 4.185655, 4.581461, 7.407691, 1.626390, 2.963385
152.895218, 4.078303, 4.246290, 4.810903, 7.816252, 1.633837, 3.040096
101.691772, 4.154001, 4.213177, 4.807440, 7.501164, 1.636459, 2.915444
137.655518, 4.232514, 4.189938, 4.791882, 7.373728, 1.636861, 2.930277
143.566895, 4.221548, 4.204561, 4.463712, 7.156184, 1.634524, 2.924107
99.979660, 4.352972, 4.202429, 4.548477, 6.545110, 1.636460, 2.779676
103.066597, 3.993676, 4.207964, 5.185881, 6.800655, 1.628507, 2.648287
97.226143, 4.057578, 4.207547, 5.639987, 5.681487, 1.627546, 2.509799
74.962090, 4.448783, 4.209822, 3.819628, 6.811959, 1.628686, 2.921516
86.892105, 4.412781, 4.192815, 5.558950, 5.638687, 1.642616, 2.260737
96.242416, 4.306756, 4.226456, 3.896569, 7.081901, 1.632434, 2.897713
78.407211, 4.262546, 4.193318, 3.993266, 7.213585, 1.629401, 2.892109
61.841709, 4.312611, 4.197548, 3.455404, 6.720028, 1.615313, 2.905470
66.684906, 4.339715, 4.193662, 3.548421, 6.654907, 1.610080, 2.780421
74.500725, 4.489379, 4.201056, 3.789813, 6.618976, 1.627309, 2.770224
54.004433, 4.303668, 4.210317, 4.221622, 5.836586, 1.622366, 2.517822
50.997120, 3.930252, 4.184684, 2.686061, 6.664781, 1.608567, 3.060706
50.862141, 4.235088, 4.199392, 2.897406, 6.581144, 1.613816, 3.032916
50.497822, 3.893797, 4.195631, 2.971143, 6.855146, 1.619843, 2.932643
51.861889, 4.283485, 4.215611, 2.491491, 7.041943, 1.614632, 3.180681
48.521446, 4.242561, 4.226330, 2.919793, 5.489913, 1.608844, 2.656602
28.797070, 4.102214, 4.197881, 2.974239, 4.919221, 1.598490, 2.617697
44.953022, 4.240294, 4.196864, 2.648573, 5.771647, 1.598713, 2.792321
40.710655, 4.155867, 4.185434, 2.267186, 6.266165, 1.603075, 3.007518
29.588598, 4.007764, 4.178742, 2.459352, 5.012675, 1.580112, 2.512551
31.045168, 4.264515, 4.175902, 2.041991, 5.545578, 1.595104, 2.886989
28.600725, 4.496253, 4.191913, 1.926225, 5.846464, 1.600254, 3.010864
33.468414, 3.965523, 4.188186, 2.149993, 5.664119, 1.601623, 2.767202
22.882240, 4.405030, 4.145520, 1.846127, 5.032062, 1.582044, 2.618421
23.336504, 4.327762, 4.166876, 1.651143, 5.852946, 1.575382, 2.902547
22.583979, 4.077765, 4.183842, 1.525649, 5.842459, 1.584169, 2.901136
21.682829, 4.169590, 4.168270, 1.977925, 5.020935, 1.573799, 2.494318
19.155012, 4.376301, 4.157144, 1.378556, 5.145155, 1.559810, 2.623927
17.536549, 4.174754, 4.150410, 1.530134, 4.481308, 1.558861, 2.472261
19.399801, 4.044071, 4.184687, 1.257599, 5.275863, 1.551992, 2.874984
22.902918, 4.424876, 4.136262, 1.257960, 5.205631, 1.560288, 2.876051
15.072444, 4.386482, 4.129572, 0.984757, 5.330008, 1.544502, 3.008006
12.245927, 4.398002, 4.150114, 1.068391, 4.815105, 1.535642, 2.732007
13.258327, 4.175576, 4.164465, 1.060073, 4.950170, 1.536329, 2.720806
15.065454, 3.859394, 4.186628, 1.112932, 4.806615, 1.557679, 2.745450
9.339654, 3.998791, 4.163121, 0.967739, 4.139200, 1.515302, 2.360869
11.163468, 3.929810, 4.150488, 0.792440, 4.984248, 1.522073, 2.997705
10.471716, 4.021360, 4.204527, 0.986345, 3.727307, 1.517167, 2.204123
12.240982, 4.130919, 4.171341, 0.909746, 4.349526, 1.516987, 2.566743
9.366245, 4.104256, 4.154493, 0.754799, 4.271095, 1.481198, 2.561817
9.409790, 4.239165, 4.150925, 0.756960, 5.166565, 1.490942, 2.854671
8.853425, 3.815399, 4.173933, 0.732840, 4.982098, 1.487957, 2.594938
8.499038, 4.327059, 4.124450, 0.702902, 5.251038, 1.507508, 3.100056
6.369857, 4.067773, 4.109138, 0.693923, 4.383449, 1.450402, 2.595086
7.019077, 4.348969, 4.134969, 0.662669, 5.014422, 1.451637, 2.977571
7.589189, 4.096289, 4.142050, 0.653416, 4.809977, 1.456364, 3.013844
6.778431, 4.212584, 4.132570, 0.686500, 5.437907, 1.442802, 3.110352
5.590151, 4.065583, 4.122658, 0.633528, 4.306732, 1.400349, 2.472049
5.845611, 4.232824, 4.133829, 0.707676, 5.187788, 1.398546, 2.879845
5.814289, 3.873026, 4.097700, 0.640817, 3.782130, 1.410749, 2.192939
5.830760, 3.900397, 4.116466, 0.680608, 5.106863, 1.399442, 2.876614
5.264754, 4.622136, 4.096585, 0.609043, 4.914196, 1.369545, 2.905375
5.248913, 4.100514, 4.119635, 0.617122, 6.005793, 1.375510, 3.208262
5.135591, 3.866804, 4.111056, 0.636250, 5.698507, 1.363538, 3.078777
5.685900, 4.182315, 4.118281, 0.628579, 4.952938, 1.367830, 2.910517
