12.197174, 2.637102, 5.076536
12.104573, 2.820333, 5.241247
11.820594, 2.939003, 5.303122
11.129254, 3.024083, 5.249934
11.515039, 2.974089, 5.277097
11.270899, 2.960649, 5.214828
11.257823, 2.954396, 5.205960
11.218983, 2.852861, 5.096658
11.180483, 2.840944, 5.077041
10.464402, 2.844575, 4.937455
10.364831, 2.867126, 4.940093
10.203495, 2.843684, 4.884383
10.769135, 3.176411, 5.330238
9.972174, 2.813766, 4.808200
9.701573, 3.062559, 5.002874
9.784193, 2.911810, 4.868649
9.591352, 2.956791, 4.875061
9.466777, 2.947383, 4.840738
9.051273, 3.154397, 4.964651
8.918621, 2.771180, 4.554904
9.048087, 2.976985, 4.786602
9.138264, 2.913888, 4.741540
8.733018, 3.148213, 4.894817
8.478371, 3.041110, 4.736784
8.267813, 3.040730, 4.694293
7.982819, 2.722224, 4.318788
8.528973, 2.864347, 4.570141
7.793287, 2.951092, 4.509749
7.637946, 2.800799, 4.328389
7.630434, 2.957963, 4.484050
7.755669, 2.960690, 4.511823
7.230801, 2.771543, 4.217703
7.244427, 2.961561, 4.410446
6.694124, 2.951867, 4.290691
7.190521, 2.951314, 4.389419
6.727081, 2.942309, 4.287725
6.565968, 2.688362, 4.001555
6.208595, 2.897548, 4.139267
6.254261, 2.802995, 4.053847
6.288250, 2.734045, 3.991695
6.134481, 2.799414, 4.026310
5.986859, 2.684953, 3.882325
5.796878, 2.932666, 4.092042
5.270096, 2.830413, 3.884433
5.479506, 2.906236, 4.002138
5.533784, 2.887619, 3.994376
4.987644, 2.852786, 3.850315
5.314184, 2.873943, 3.936779
5.033617, 2.928214, 3.934937
4.871714, 2.900865, 3.875208
5.074436, 3.066811, 4.081698
4.992336, 2.875643, 3.874110
4.091894, 3.116127, 3.934506
4.674108, 2.951680, 3.886502
4.485632, 2.990364, 3.887491
4.515916, 3.233308, 4.136491
4.018599, 3.059625, 3.863345
3.893316, 2.946907, 3.725570
3.550560, 3.125747, 3.835859
4.473840, 2.921800, 3.816568
3.813327, 2.761428, 3.524093
4.384659, 3.242520, 4.119452
3.982595, 2.969204, 3.765723
4.004636, 2.764040, 3.564967
3.969859, 2.954196, 3.748168
3.828162, 3.243818, 4.009451
3.968415, 3.042619, 3.836302
3.996190, 3.174075, 3.973313
3.513445, 2.972724, 3.675413
4.122428, 2.875759, 3.700245
3.338103, 3.022868, 3.690488
3.660070, 2.797615, 3.529629
4.357372, 2.992749, 3.864224
3.400882, 2.944395, 3.624571
4.304196, 2.909880, 3.770720
4.064941, 2.878486, 3.691474
4.020417, 2.887259, 3.691343
4.535726, 3.191232, 4.098377
3.925704, 3.054475, 3.839616
4.319286, 2.994814, 3.858671
3.444939, 2.899885, 3.588872
3.746956, 2.971395, 3.720786
4.032166, 2.890123, 3.696556
3.385134, 2.975321, 3.652348
3.477419, 2.843005, 3.538489
3.864691, 2.770667, 3.543605
3.876792, 2.875587, 3.650946
3.501266, 2.719914, 3.420168
3.817866, 3.046680, 3.810253
4.026166, 2.768369, 3.573602
3.671060, 2.981568, 3.715780
3.474542, 2.918925, 3.613833
3.026704, 2.794851, 3.400192
3.762084, 2.901335, 3.653752
2.771855, 3.216946, 3.771317
3.219662, 2.876766, 3.520699
3.624424, 2.935994, 3.660878
3.617041, 3.091222, 3.814630
3.285987, 2.809277, 3.466474
3.612996, 2.869974, 3.592574
3.351935, 2.666111, 3.336498
3.642075, 2.709328, 3.437743
3.214152, 3.046978, 3.689808
2.793801, 2.924032, 3.482792
3.029478, 2.954298, 3.560193
3.204501, 2.970597, 3.611497
3.151066, 3.009848, 3.640061
3.468076, 2.782721, 3.476336
3.089460, 3.090832, 3.708724
2.964667, 3.124057, 3.716990
3.146361, 2.835877, 3.465150
2.763526, 2.908077, 3.460783
3.215657, 3.116394, 3.759525
3.165944, 3.007683, 3.640872
3.097689, 3.006479, 3.626016
2.778055, 2.878876, 3.434487
3.025891, 3.155736, 3.760915
2.797256, 2.885326, 3.444777
2.874447, 3.050063, 3.624953
3.072733, 2.882739, 3.497285
3.437345, 2.870489, 3.557958
3.259945, 3.047766, 3.699755
3.093628, 2.799631, 3.418357
3.006137, 3.088036, 3.689264
2.876574, 2.951056, 3.526371
3.107291, 2.862291, 3.483749
2.574711, 3.000882, 3.515824
2.935224, 3.208088, 3.795133
3.155075, 3.144597, 3.775612
3.293974, 2.769619, 3.428414
3.446607, 3.062896, 3.752218
3.469876, 2.948750, 3.642725
3.087148, 2.996974, 3.614403
2.911666, 2.903320, 3.485653
2.872610, 3.268337, 3.842859
3.072858, 2.978288, 3.592860
3.199214, 2.972407, 3.612250
2.893608, 3.025468, 3.604190
3.181305, 3.078558, 3.714819
3.285305, 2.899107, 3.556168
3.135313, 3.007466, 3.634528
2.949362, 3.029186, 3.619058
3.274152, 2.918073, 3.572904
3.001116, 2.960294, 3.560517
3.005980, 2.977585, 3.578781
3.560821, 3.084320, 3.796484
3.179395, 2.945180, 3.581059
2.830393, 2.930656, 3.496734
3.110403, 2.925641, 3.547722
2.722501, 2.788548, 3.333049
3.032310, 3.149188, 3.755651
2.717510, 2.852790, 3.396292
2.573480, 3.001383, 3.516079
2.940240, 2.988851, 3.576899
2.785887, 3.012831, 3.570009
2.362724, 3.027712, 3.500257
2.736736, 2.944868, 3.492215
2.559635, 2.894506, 3.406432
2.847472, 2.957314, 3.526808
2.989687, 2.941424, 3.539361
2.776528, 3.001036, 3.556342
2.853072, 2.879316, 3.449930
2.539803, 2.909831, 3.417792
2.581604, 3.039061, 3.555382
2.771976, 2.919873, 3.474268
2.675849, 3.036204, 3.571374
2.951898, 3.012011, 3.602390
2.748852, 3.073253, 3.623023
2.851703, 3.028529, 3.598869
2.368603, 3.027350, 3.501070
2.625365, 2.942978, 3.468051
2.464640, 2.894706, 3.387634
2.775013, 3.119859, 3.674862
2.840973, 2.920412, 3.488606
3.096771, 2.900145, 3.519499
3.679462, 2.888152, 3.624044
3.080847, 3.088909, 3.705079
3.291185, 3.037965, 3.696202
3.068624, 3.081480, 3.695205
