2.520550, 0.537083, 1.064674, 0.918793
2.729682, 0.720775, 1.099372, 0.909535
3.127524, 0.776309, 1.329336, 1.021880
3.011382, 0.779611, 1.245909, 0.985861
2.826745, 0.706088, 1.182475, 0.938182
3.015515, 0.802114, 1.249060, 0.964341
3.075362, 0.796781, 1.290579, 0.988001
2.968133, 0.788693, 1.190404, 0.989036
2.830313, 0.736846, 1.151434, 0.942032
2.821711, 0.704586, 1.188913, 0.928212
2.927654, 0.742551, 1.222071, 0.963032
2.788738, 0.697352, 1.153339, 0.938047
2.833312, 0.726290, 1.173380, 0.933643
2.893669, 0.727147, 1.191303, 0.975219
3.015270, 0.800704, 1.208306, 1.006260
2.885098, 0.740875, 1.173589, 0.970633
2.866251, 0.713631, 1.194206, 0.958413
2.981447, 0.788099, 1.206475, 0.986872
3.136701, 0.813386, 1.292174, 1.031142
3.073478, 0.743984, 1.288231, 1.041262
3.009687, 0.774184, 1.224903, 1.010601
2.777291, 0.675577, 1.129040, 0.972674
3.036572, 0.755710, 1.285924, 0.994938
3.042141, 0.757241, 1.272922, 1.011978
3.066261, 0.828995, 1.249037, 0.988230
2.933557, 0.733687, 1.235755, 0.964115
2.943083, 0.777776, 1.225105, 0.940202
3.074350, 0.785943, 1.278310, 1.010097
2.864419, 0.746731, 1.162247, 0.955441
2.791248, 0.739150, 1.100980, 0.951119
2.977960, 0.757920, 1.212730, 1.007310
2.763425, 0.714159, 1.125570, 0.923696
2.901799, 0.725343, 1.209387, 0.967070
2.818738, 0.692075, 1.170816, 0.955847
3.111009, 0.847556, 1.249929, 1.013524
2.888643, 0.743829, 1.187404, 0.957410
2.825117, 0.742183, 1.157674, 0.925260
2.898571, 0.761182, 1.146343, 0.991045
2.933038, 0.754078, 1.197970, 0.980991
2.910833, 0.730174, 1.177453, 1.003207
2.983625, 0.733979, 1.268087, 0.981560
2.926193, 0.729905, 1.219930, 0.976357
3.204069, 0.837227, 1.341173, 1.025669
3.082665, 0.777477, 1.260206, 1.044982
2.988310, 0.829294, 1.145528, 1.013488
