total_loss, loss_cls_obj, loss_box_obj, loss_dfl_obj, loss_cls_lane, loss_reg_xytl_lane, loss_seg_lane, loss_iou_lane18.189161, 0.618694, 1.198308, 0.937449, 4.586091, 67.296860, 1.735602, 3.555006
total_loss, loss_cls_obj, loss_box_obj, loss_dfl_obj, loss_cls_lane, loss_reg_xytl_lane, loss_seg_lane, loss_iou_lane17.052584, 0.605936, 1.138980, 0.930992, 4.445095, 62.382942, 1.659291, 3.396047
6.718865, 0.635994, 1.125137, 0.935138, 1.005497, 14.410995, 1.559873, 3.136617
7.151905, 0.735119, 1.152871, 0.960178, 0.920003, 15.574878, 1.561905, 3.461893
6.698990, 0.696902, 1.186493, 0.905392, 0.687655, 13.754641, 1.511455, 3.597267
6.249787, 0.598029, 1.062255, 0.900636, 0.621832, 13.043410, 1.504861, 3.274238
5.203124, 0.691287, 1.139413, 0.926351, 0.825783, 6.882034, 1.437707, 3.084836
5.592489, 0.738152, 1.204426, 0.943111, 0.870146, 7.821655, 1.452627, 3.389572
4.896388, 0.726266, 1.075100, 0.922412, 0.953115, 5.189586, 1.362580, 3.357771
4.712623, 0.658934, 1.117186, 0.952643, 0.911608, 4.622863, 1.335351, 3.049476
4.806581, 0.777813, 1.181982, 0.960180, 0.862457, 4.105801, 1.263011, 3.201761
4.782413, 0.730162, 1.136806, 0.998148, 0.839695, 4.297863, 1.249629, 3.199296
4.753088, 0.751560, 1.217592, 0.972886, 0.746556, 4.280682, 1.126048, 2.901961
4.932848, 0.781365, 1.220004, 0.963186, 0.736049, 4.906926, 1.133921, 3.064572
4.826831, 0.771564, 1.164200, 0.958542, 0.803627, 4.408032, 1.064871, 3.386095
5.055059, 0.847164, 1.170539, 0.981311, 0.836990, 4.679516, 1.081608, 3.682110
4.776819, 0.671157, 1.162811, 0.976368, 0.800260, 4.685073, 0.953554, 3.393526
5.124355, 0.818907, 1.285515, 0.961599, 0.781452, 5.119134, 0.992267, 3.398819
5.084792, 0.825368, 1.318766, 0.994875, 0.839336, 4.584949, 0.918587, 3.386038
5.035224, 0.794419, 1.223857, 0.976698, 0.819625, 4.900646, 0.930068, 3.550917
4.745274, 0.797431, 1.241861, 0.985029, 0.810785, 3.549857, 0.865704, 3.378422
4.856256, 0.790469, 1.250357, 1.005871, 0.820032, 3.837140, 0.859911, 3.530710
4.679586, 0.848653, 1.310558, 0.982258, 0.758601, 2.915089, 0.810532, 3.206368
4.714010, 0.778115, 1.270822, 0.986414, 0.771238, 3.293981, 0.823844, 3.504233
4.336949, 0.820197, 1.202640, 0.961168, 0.702221, 2.428745, 0.748106, 2.885642
4.528426, 0.765486, 1.203896, 0.942788, 0.750689, 3.050277, 0.793118, 3.487193
4.544426, 0.770062, 1.275444, 0.982401, 0.771027, 2.763369, 0.722320, 3.325879
4.332909, 0.780198, 1.160476, 0.992463, 0.723596, 2.521636, 0.721592, 3.032038
4.546111, 0.885205, 1.272429, 0.989090, 0.717645, 2.657445, 0.607258, 3.014585
4.505963, 0.835526, 1.227863, 0.971233, 0.772612, 2.777244, 0.649135, 3.157714
4.564865, 0.798722, 1.187358, 0.980440, 0.794551, 3.120092, 0.636306, 3.440780
4.709918, 0.808307, 1.269567, 0.987439, 0.804329, 3.158165, 0.669539, 3.590991
4.388932, 0.719542, 1.237699, 1.012000, 0.759169, 2.468083, 0.588263, 3.282938
4.351586, 0.817923, 1.223506, 0.961658, 0.723545, 2.508778, 0.530086, 2.980091
4.309698, 0.737247, 1.168584, 0.976957, 0.743976, 2.533525, 0.572878, 3.284163
4.202566, 0.723501, 1.232768, 0.994653, 0.701047, 2.164397, 0.549958, 2.842817
4.437375, 0.709911, 1.219568, 0.941463, 0.766662, 2.772901, 0.706597, 3.586004
4.637905, 0.839288, 1.286251, 1.047393, 0.759482, 2.655082, 0.627848, 3.282450
4.434174, 0.803492, 1.200613, 1.019794, 0.744678, 2.598772, 0.567925, 3.139998
4.523498, 0.779612, 1.277340, 0.988629, 0.742994, 2.771561, 0.589726, 3.285306
4.323861, 0.789710, 1.258335, 1.000716, 0.731627, 2.105446, 0.551295, 2.987132
4.577685, 0.801162, 1.278060, 1.020462, 0.759104, 2.568914, 0.637807, 3.424183
3.991823, 0.755495, 1.044776, 0.911994, 0.731764, 2.134208, 0.551944, 2.979876
4.635715, 0.907967, 1.342766, 0.980421, 0.755645, 2.367199, 0.619628, 3.280327
4.333676, 0.827124, 1.229713, 0.963178, 0.727225, 2.110860, 0.609114, 3.121104
4.407049, 0.846692, 1.242634, 1.001791, 0.706581, 2.327790, 0.572067, 2.973226
4.225268, 0.765018, 1.207640, 0.982810, 0.698171, 2.058885, 0.630106, 2.961838
4.376112, 0.787431, 1.232745, 0.991860, 0.719439, 2.384820, 0.603428, 3.112692
4.232314, 0.769010, 1.130382, 0.953715, 0.723602, 2.451289, 0.615672, 3.105470
4.444396, 0.728145, 1.191938, 0.948546, 0.773039, 2.875601, 0.684200, 3.545994
4.422303, 0.787736, 1.235902, 0.976662, 0.752912, 2.522393, 0.599483, 3.235223
4.436190, 0.775895, 1.256490, 0.960003, 0.742372, 2.670673, 0.570566, 3.235396
4.302659, 0.796918, 1.205187, 0.964197, 0.734162, 2.114503, 0.611758, 3.221358
4.365183, 0.796969, 1.240091, 0.976649, 0.733832, 2.213491, 0.589762, 3.220283
4.317578, 0.823813, 1.215004, 1.015942, 0.707749, 1.992689, 0.561827, 3.051830
4.194897, 0.767077, 1.245117, 0.962750, 0.718382, 1.940703, 0.530744, 2.909933
4.325711, 0.771186, 1.218692, 0.949846, 0.736351, 2.229094, 0.643705, 3.320790
4.079549, 0.684692, 1.152747, 0.951361, 0.732295, 2.011477, 0.536655, 3.173316
4.307675, 0.791491, 1.272074, 1.055220, 0.720117, 1.851909, 0.498318, 2.874113
4.510424, 0.899715, 1.287729, 1.030508, 0.752358, 1.994040, 0.566951, 3.149012
4.365369, 0.813474, 1.309994, 1.005706, 0.693575, 2.052049, 0.574804, 2.860543
4.243256, 0.771234, 1.252744, 0.985498, 0.694622, 2.054524, 0.557276, 2.862476
4.343768, 0.719983, 1.210009, 0.957725, 0.738647, 2.463200, 0.647377, 3.431026
4.282073, 0.763509, 1.300843, 0.998000, 0.690119, 2.003757, 0.550455, 2.854275
4.254174, 0.805802, 1.245486, 0.956815, 0.730705, 1.971793, 0.525778, 3.002084
4.118145, 0.800603, 1.132867, 0.965109, 0.689702, 1.992972, 0.557686, 2.857467
4.394957, 0.768456, 1.221089, 0.986714, 0.745678, 2.452158, 0.603640, 3.292013
4.174220, 0.742949, 1.220679, 0.953444, 0.709012, 2.140182, 0.569062, 2.867485
4.224725, 0.733573, 1.170382, 0.961271, 0.748488, 2.159181, 0.599418, 3.290408
4.296828, 0.859908, 1.274882, 1.011234, 0.686346, 1.823327, 0.528445, 2.715899
4.214105, 0.741317, 1.169476, 0.963196, 0.742858, 2.075880, 0.599507, 3.282333
4.150283, 0.738228, 1.149513, 0.975626, 0.740698, 1.973909, 0.587158, 3.132813
4.165364, 0.788031, 1.223640, 0.985937, 0.699085, 1.709480, 0.556385, 2.873832
4.139938, 0.786530, 1.207422, 1.001667, 0.688173, 1.592801, 0.574942, 2.865679
4.198698, 0.776667, 1.180970, 0.991203, 0.725842, 1.773706, 0.617350, 3.132388
4.196111, 0.673607, 1.202183, 0.961388, 0.760283, 2.151500, 0.592597, 3.290279
4.291232, 0.768326, 1.204654, 1.000075, 0.741685, 2.177958, 0.551247, 3.119988
4.140983, 0.761524, 1.220725, 1.025281, 0.693675, 1.753212, 0.527575, 2.692806
4.322519, 0.883891, 1.110103, 0.968727, 0.751973, 2.245867, 0.553832, 3.247315
4.245202, 0.848154, 1.250893, 1.027950, 0.692756, 1.696566, 0.519427, 2.682273
4.100136, 0.757843, 1.210111, 0.998007, 0.707865, 1.748232, 0.550149, 2.664629
4.072523, 0.758973, 1.157767, 0.950124, 0.722437, 1.818200, 0.546243, 2.941420
4.159352, 0.748402, 1.226986, 0.969568, 0.693100, 1.880492, 0.575772, 2.922616
4.168667, 0.760096, 1.226918, 0.986633, 0.727667, 1.814077, 0.508556, 2.924798
4.032781, 0.740293, 1.087373, 0.987172, 0.725303, 1.807902, 0.539740, 3.016774
4.428329, 0.812672, 1.308799, 1.005812, 0.732976, 2.020055, 0.587586, 3.164614
4.047473, 0.719814, 1.178043, 0.953852, 0.722245, 1.736524, 0.525305, 2.994745
4.200294, 0.814435, 1.192729, 1.017642, 0.736264, 1.642131, 0.519063, 2.979980
4.090672, 0.722722, 1.162366, 0.976917, 0.719948, 1.882521, 0.553422, 2.987446
