78.357933, 2.632253
56.746178, 2.798026
68.208878, 2.931532
27.922482, 2.968216
28.680731, 3.104965
16.857912, 3.299446
18.423618, 3.124080
12.284448, 3.275914
10.912397, 3.256543
9.909245, 3.477550
10.735491, 3.400511
9.210073, 3.387640
10.681529, 3.621008
9.081817, 3.426108
9.183751, 3.423371
9.284815, 3.482823
9.162548, 3.655609
9.695995, 3.435848
8.846587, 3.918029
7.749205, 3.375806
8.823095, 3.417487
8.933413, 3.473975
8.804718, 3.423806
7.503538, 3.569510
8.687170, 3.177014
7.614981, 3.371615
7.256865, 3.241733
7.016441, 3.538697
7.693598, 3.370800
7.384334, 3.521700
6.964230, 3.302043
7.639090, 3.546073
7.161976, 3.400972
7.179406, 3.636912
7.482320, 3.872770
7.026425, 3.580939
7.740901, 3.396982
7.380811, 3.368061
6.778403, 3.425439
7.724921, 3.610362
7.056049, 3.706279
7.149498, 3.422181
7.290763, 3.626380
7.044501, 3.620320
7.091922, 3.501615
7.910999, 3.618397
6.428439, 3.455904
7.267120, 3.445108
6.916624, 3.483370
7.225230, 3.446329
6.124571, 3.731025
6.046501, 3.295736
6.692177, 3.575538
6.852126, 3.418893
6.679361, 3.629643
7.254983, 3.519329
6.217674, 3.467487
7.047491, 3.214512
6.254797, 3.529962
7.136048, 3.426188
6.849361, 3.465497
6.601747, 3.538239
7.050649, 3.675666
6.003576, 3.617752
7.328436, 3.266978
7.280708, 3.478805
7.014343, 3.388117
7.062922, 3.481122
6.857759, 3.368333
6.834054, 3.304532
6.416830, 3.393240
6.895334, 3.297212
6.160920, 3.370765
7.524490, 3.621219
6.279748, 3.197337
5.914032, 3.484958
5.923291, 3.538046
6.064342, 3.281635
6.467859, 3.289996
6.027480, 3.346037
5.984403, 3.822660
7.181609, 3.180995
6.361910, 3.507397
6.388103, 3.343074
6.489328, 3.376236
5.659668, 3.326758
5.849003, 3.202234
6.583895, 3.291663
6.542584, 3.137882
6.809312, 3.238271
5.580438, 3.203349
6.589583, 3.565921
5.877584, 3.383983
5.904580, 3.427894
6.839879, 3.504721
6.295204, 3.311282
6.430128, 3.388175
5.971610, 3.412910
6.058832, 3.577455
6.030062, 3.356438
5.543135, 3.271329
6.044771, 3.665600
5.945647, 3.564220
5.474260, 3.470893
4.005284, 3.408381
5.461562, 3.348043
5.933502, 3.573272
5.814050, 3.362061
5.200824, 3.588888
5.238631, 3.583665
5.196255, 3.018775
5.623487, 3.328362
5.184829, 3.185010
5.838400, 3.044786
5.317144, 3.152909
5.878705, 3.424755
5.281618, 3.406244
5.174330, 3.383005
5.078849, 3.406216
5.330330, 3.255388
5.247797, 3.348007
5.333747, 3.402939
5.248220, 3.012948
5.082649, 3.437956
5.473586, 3.178109
5.435810, 3.253288
5.516631, 3.153001
5.350938, 3.399015
5.373759, 3.356287
5.455257, 3.206783
5.320091, 3.171531
5.353189, 3.318998
4.989735, 3.306947
4.232484, 3.406577
4.811133, 3.619172
4.686742, 3.162593
4.723872, 3.242835
5.617111, 3.307938
4.991554, 3.418446
5.541412, 3.216774
4.439862, 3.326561
5.292298, 3.451995
4.790368, 3.531347
4.205582, 3.084717
4.882731, 3.301405
5.047294, 3.374552
5.363708, 3.595375
4.600494, 3.014494
5.057240, 3.018600
5.170431, 3.177507
4.874377, 3.176625
4.105789, 3.171611
4.192533, 3.356271
4.493000, 3.442371
4.809446, 3.234303
4.368528, 3.231040
4.704771, 3.197289
5.096863, 3.256973
