
1, 7.399, 0.0926
2, 4.216, 0.146
3, 3.723, 0.175
4, 3.483, 0.217
5, 3.339, 0.239
6, 3.247, 0.254
7, 3.185, 0.264
8, 3.137, 0.272
9, 3.105, 0.279
10, 3.077, 0.285
11, 3.055, 0.289
12, 3.037, 0.292
13, 3.02, 0.294
14, 3.003, 0.297
15, 2.995, 0.298
16, 2.976, 0.299
17, 2.971, 0.301
18, 2.955, 0.301
19, 2.955, 0.303
20, 2.944, 0.305
21, 2.936, 0.306
22, 2.928, 0.306
23, 2.921, 0.308
24, 2.917, 0.31
25, 2.909, 0.311
26, 2.905, 0.312
27, 2.901, 0.313
28, 2.896, 0.314
29, 2.893, 0.316
30, 2.889, 0.317
31, 2.881, 0.318
32, 2.88, 0.319
33, 2.874, 0.32
34, 2.869, 0.321
35, 2.863, 0.322
36, 2.86, 0.323
37, 2.855, 0.325
38, 2.849, 0.326
39, 2.85, 0.327
40, 2.849, 0.328
41, 2.843, 0.329
42, 2.84, 0.33
43, 2.837, 0.331
44, 2.835, 0.332
45, 2.833, 0.333
46, 2.83, 0.334
47, 2.825, 0.334
48, 2.82, 0.335
49, 2.821, 0.336
50, 2.815, 0.336
51, 2.813, 0.336
52, 2.81, 0.338
53, 2.805, 0.338
54, 2.803, 0.338
55, 2.798, 0.339
56, 2.797, 0.339
57, 2.794, 0.34
58, 2.791, 0.34
59, 2.788, 0.34
60, 2.786, 0.341
61, 2.784, 0.341
62, 2.778, 0.341
63, 2.775, 0.342
64, 2.771, 0.342
65, 2.77, 0.343
66, 2.766, 0.343
67, 2.761, 0.344
68, 2.762, 0.344
69, 2.756, 0.344
70, 2.751, 0.345
71, 2.752, 0.345
72, 2.748, 0.345
73, 2.742, 0.346
74, 2.739, 0.346
75, 2.735, 0.347
76, 2.732, 0.347
77, 2.728, 0.347
78, 2.722, 0.347
79, 2.721, 0.348
80, 2.717, 0.348
81, 2.711, 0.348
82, 2.706, 0.349
83, 2.705, 0.349
84, 2.699, 0.349
85, 2.697, 0.35
86, 2.694, 0.35
87, 2.687, 0.351
88, 2.684, 0.351
89, 2.678, 0.351
90, 2.674,  0.351
91, 2.72, 0.351
92, 2.71, 0.352
93, 2.704, 0.351
94, 2.698, 0.352
95, 2.689, 0.352
96, 2.682, 0.352
97, 2.674, 0.351
98, 2.668, 0.351
99, 2.661, 0.351
100, 2.656, 0.351


