0.749687, 1.272428, 0.981225, 4.991156, 3.423290, 1.491202, 1.741417
0.996585, 1.497884, 1.064976, 6.165791, 3.334605, 0.872264, 1.642002
0.831869, 1.224518, 0.958625, 6.055468, 3.101933, 0.614094, 1.637365
0.942711, 1.287238, 1.016851, 7.026209, 2.342784, 0.508175, 1.294434
0.904142, 1.329400, 1.015391, 4.630946, 2.844791, 0.597495, 1.542748
0.868983, 1.377857, 0.990454, 5.400759, 2.701914, 0.554477, 1.545045
0.935378, 1.412982, 1.065400, 4.060253, 3.038504, 0.584686, 1.512908
0.997558, 1.445187, 1.024805, 3.708012, 3.241693, 0.647384, 1.760701
0.870297, 1.305957, 0.983910, 3.535038, 3.236866, 0.562832, 1.703798
0.940487, 1.296214, 0.998032, 3.307261, 2.937786, 0.530919, 1.509733
1.019004, 1.545629, 1.010600, 3.203628, 2.734134, 0.484624, 1.502611
0.954814, 1.368660, 0.973369, 2.473201, 2.767472, 0.490941, 1.512652
0.833546, 1.332636, 0.971098, 1.842471, 2.768236, 0.468899, 1.489201
1.038622, 1.367731, 1.021780, 1.620321, 2.667140, 0.484585, 1.456549
0.922368, 1.334855, 0.996353, 1.390646, 2.651041, 0.463733, 1.460497
0.914053, 1.332183, 1.025100, 1.052412, 2.584861, 0.473621, 1.505400
0.876635, 1.306032, 0.994623, 1.012923, 2.337914, 0.447206, 1.294082
0.864339, 1.247931, 1.001371, 0.871674, 2.101515, 0.430395, 1.290928
0.894900, 1.340231, 1.004617, 0.802074, 1.801216, 0.417089, 1.140764
0.940017, 1.396146, 1.043200, 0.767660, 2.035527, 0.410273, 1.428094
0.956945, 1.317093, 1.027841, 0.687042, 1.591567, 0.425610, 1.142336
0.911506, 1.391901, 0.985342, 0.741213, 2.035668, 0.489927, 1.386675
0.973732, 1.376927, 1.018258, 0.829624, 1.817037, 0.454082, 1.447222
0.953703, 1.380790, 1.036795, 0.796787, 1.496300, 0.428739, 1.270181
0.960088, 1.342076, 0.972814, 0.892196, 1.318721, 0.507303, 1.405979
0.883750, 1.310717, 1.002661, 0.816002, 1.170627, 0.391792, 1.293392
0.802438, 1.275270, 0.994734, 0.833760, 1.198485, 0.449830, 1.218729
0.969505, 1.413574, 1.031642, 0.922510, 1.419787, 0.487054, 1.483326
0.919427, 1.287480, 1.014240, 0.762381, 0.904137, 0.438508, 1.112188
0.931539, 1.440022, 0.982566, 0.680080, 0.668440, 0.396586, 0.939114
0.966635, 1.425931, 1.019417, 0.927137, 1.240932, 0.507124, 1.407676
0.892699, 1.330835, 1.024540, 0.870893, 1.253239, 0.435340, 1.475222
0.949952, 1.422660, 1.047775, 0.859376, 1.194066, 0.460226, 1.250674
0.947244, 1.384546, 1.024312, 0.895138, 1.189980, 0.435005, 1.325723
0.873416, 1.292016, 1.001555, 0.771520, 1.031816, 0.462001, 1.346168
0.842945, 1.253707, 0.980746, 0.713660, 0.990601, 0.402337, 1.181092
0.919448, 1.372316, 0.970491, 0.721845, 0.950957, 0.421477, 1.133105
