144.356750, 2.793744, 31.665094
187.185715, 2.975990, 40.413136
155.435455, 2.936996, 34.024086
34.226765, 2.950269, 9.795623
33.001915, 2.866556, 9.466940
19.784361, 2.852724, 6.809597
19.791000, 2.911777, 6.869977
16.110758, 3.026536, 6.248688
15.987539, 3.009029, 6.206536
14.710715, 2.932153, 5.874296
14.327707, 2.872148, 5.737689
10.987797, 2.941143, 5.138702
11.914099, 3.047076, 5.429895
12.781393, 3.039715, 5.595994
11.941853, 3.001725, 5.390096
10.992156, 2.944602, 5.143033
10.539521, 2.944491, 5.052396
10.406282, 3.029984, 5.111240
9.748343, 3.051446, 5.001114
11.514484, 3.023546, 5.326444
10.729147, 3.058590, 5.204419
9.120214, 3.034946, 4.858989
9.500631, 3.043825, 4.943952
8.073462, 2.974638, 4.589331
8.399311, 3.096241, 4.776103
8.084199, 3.034380, 4.651220
8.740809, 3.045081, 4.793242
8.123531, 2.868316, 4.493022
7.825935, 2.806843, 4.372030
8.628860, 2.966180, 4.691953
8.871903, 2.924324, 4.698705
8.442276, 2.941514, 4.629970
8.205708, 2.759245, 4.400387
7.261611, 3.040702, 4.493024
8.749846, 2.951428, 4.701397
7.171513, 2.926801, 4.361103
7.476348, 2.989819, 4.485089
6.463776, 3.004404, 4.297159
6.176523, 3.064903, 4.300207
6.276679, 3.092580, 4.347916
7.602035, 3.125236, 4.645643
6.954296, 3.099538, 4.490397
7.423160, 3.104071, 4.588703
8.080728, 2.970808, 4.586954
6.757796, 3.069312, 4.420871
6.751959, 3.132658, 4.483050
6.419682, 3.002964, 4.286900
6.468557, 2.913227, 4.206939
6.528841, 3.080955, 4.386723
7.038839, 2.898787, 4.306555
6.514607, 3.118636, 4.421558
7.367495, 2.972629, 4.446128
6.649596, 3.020368, 4.350287
7.633025, 2.979906, 4.506511
6.546991, 3.018308, 4.327706
7.569082, 3.145787, 4.659603
7.589442, 2.999149, 4.517038
7.560875, 3.001117, 4.513291
7.551663, 3.115120, 4.625453
6.871450, 2.939423, 4.313713
6.671049, 3.174027, 4.508237
7.155571, 2.852018, 4.283132
7.124436, 3.179019, 4.603906
5.805631, 2.814799, 3.975925
7.449391, 3.183608, 4.673486
6.345252, 2.978360, 4.247410
6.346262, 3.128139, 4.397392
6.470660, 3.081603, 4.375735
5.861322, 2.978095, 4.150359
6.875830, 2.960371, 4.335536
6.555544, 3.119544, 4.430653
6.560119, 3.144858, 4.456882
6.644704, 2.925136, 4.254076
6.608358, 3.041975, 4.363647
5.787694, 2.902376, 4.059915
5.161604, 2.836231, 3.868552
6.959369, 3.017463, 4.409337
6.327377, 3.024134, 4.289609
6.931570, 2.980645, 4.366959
5.910235, 2.926324, 4.108372
6.464627, 3.077882, 4.370807
6.418379, 3.119333, 4.403009
6.148788, 3.192307, 4.422065
5.429698, 2.837440, 3.923380
5.828081, 3.075791, 4.241407
6.246921, 3.023592, 4.272976
5.790054, 3.151700, 4.309711
6.146801, 2.922943, 4.152303
5.960461, 2.840653, 4.032745
6.894140, 3.128941, 4.507769
6.436722, 2.971330, 4.258675
6.480700, 2.936927, 4.233068
5.761333, 2.833053, 3.985320
5.905173, 3.033076, 4.214111
6.382295, 2.845510, 4.121969
5.987837, 2.829877, 4.027444
5.875037, 3.053150, 4.228157
6.268276, 2.949278, 4.202933
5.674841, 3.098768, 4.233737
4.910317, 2.961922, 3.943986
6.094835, 3.105206, 4.324173
5.575902, 3.089789, 4.204970
5.416984, 3.058383, 4.141780
5.645988, 3.018339, 4.147537
5.383965, 3.160582, 4.237375
6.039207, 3.084465, 4.292306
6.744828, 2.969502, 4.318468
6.175250, 3.001587, 4.236637
5.892082, 3.032757, 4.211174
5.513674, 2.854365, 3.957100
5.999079, 2.881463, 4.081279
6.091492, 3.022646, 4.240944
6.044590, 2.808173, 4.017091
5.821780, 2.852913, 4.017270
4.553570, 2.822617, 3.733331
6.030629, 3.130727, 4.336853
4.669824, 2.969115, 3.903080
5.589073, 2.862056, 3.979870
6.030484, 2.792218, 3.998314
5.155103, 2.892681, 3.923701
5.767599, 3.074601, 4.228120
5.264622, 3.128435, 4.181359
5.794146, 2.956299, 4.115128
4.808588, 2.972680, 3.934398
4.520181, 2.982082, 3.886118
5.596946, 2.902285, 4.021674
5.682108, 2.913336, 4.049758
5.732519, 2.757375, 3.903879
4.815628, 2.741338, 3.704464
5.578076, 2.768595, 3.884210
5.751748, 2.995050, 4.145400
5.065555, 2.983889, 3.997000
5.564949, 3.049062, 4.162052
5.671141, 3.067724, 4.201952
4.777253, 3.016390, 3.971840
5.142365, 2.870744, 3.899217
4.414087, 2.901176, 3.783993
5.074246, 2.962325, 3.977174
4.868201, 2.975842, 3.949482
5.454753, 2.895194, 3.986145
4.974201, 2.807458, 3.802299
5.317367, 3.092421, 4.155894
5.352124, 3.085876, 4.156301
5.261899, 2.801688, 3.854068
5.496436, 3.095929, 4.195217
4.763394, 2.975579, 3.928258
4.787943, 3.024258, 3.981847
4.694066, 2.927213, 3.866026
5.144830, 2.878372, 3.907338
5.294256, 2.727382, 3.786233
4.752665, 2.935275, 3.885808
4.800778, 2.915943, 3.876099
4.204673, 2.931623, 3.772557
5.073883, 3.166805, 4.181581
5.271372, 2.925257, 3.979532
5.049496, 2.919862, 3.929761
5.175345, 2.880884, 3.915953
5.174740, 2.910817, 3.945765
4.825830, 2.974059, 3.939225
4.510679, 2.997167, 3.899302
5.148072, 2.827021, 3.856635
4.662615, 2.896562, 3.829085
4.530917, 2.866556, 3.772739
5.127288, 2.851268, 3.876725
4.514026, 2.801997, 3.704803
4.890151, 2.946233, 3.924263
4.589914, 2.950216, 3.868199
4.084608, 2.985124, 3.802045
4.708246, 3.064296, 4.005946
3.936541, 3.130528, 3.917836
4.345617, 2.973283, 3.842407
4.053941, 3.195064, 4.005852
4.996302, 3.153203, 4.152463
4.849485, 2.985621, 3.955518
4.566599, 2.877448, 3.790768
4.628193, 3.151781, 4.077419
3.546818, 2.984788, 3.694152
4.632475, 3.089275, 4.015769
4.932807, 3.228975, 4.215537
4.169894, 2.935812, 3.769791
3.851672, 2.898911, 3.669246
4.564084, 2.877283, 3.790100
4.103682, 2.874013, 3.694750
4.158163, 3.013162, 3.844795
4.129755, 3.322808, 4.148759
4.235705, 3.060481, 3.907622
3.896909, 2.748453, 3.527835
4.177932, 2.943212, 3.778798
4.619000, 2.728123, 3.651923
4.059564, 2.776240, 3.588153
3.858577, 2.869408, 3.641124
3.839027, 2.838735, 3.606540
4.218055, 2.950868, 3.794479
3.785111, 2.905123, 3.662145
4.015199, 2.941246, 3.744285
4.036740, 2.837637, 3.644985
4.025109, 2.897825, 3.702847
4.238817, 2.958220, 3.805984
4.055587, 2.938478, 3.749595
4.136416, 2.838964, 3.666248
4.262874, 3.127938, 3.980512
3.598433, 2.867728, 3.587415
4.177666, 3.029955, 3.865488
4.084980, 2.748867, 3.565863
4.280408, 3.167394, 4.023475
4.357342, 3.146053, 4.017521
4.616977, 2.967841, 3.891236
3.926585, 2.972611, 3.757928
3.929096, 3.071913, 3.857732
3.852409, 2.906126, 3.676607
3.497282, 2.915348, 3.614804
3.859090, 3.115519, 3.887337
4.141415, 3.040342, 3.868625
3.547824, 3.056338, 3.765903
3.213209, 2.921898, 3.564540
3.878185, 2.919863, 3.695499
3.482988, 2.774075, 3.470673
3.801777, 2.749545, 3.509901
4.027549, 3.032828, 3.838338
3.616709, 2.867686, 3.591028
3.670531, 2.865898, 3.600004
3.303718, 2.923184, 3.583928
3.546958, 2.858280, 3.567672
3.166444, 2.920999, 3.554288
3.428013, 2.845156, 3.530758
3.204918, 3.024229, 3.665212
3.116568, 3.144778, 3.768091
3.796131, 2.846846, 3.606073
3.678509, 3.057804, 3.793505
3.808520, 2.954422, 3.716126
3.602730, 3.120952, 3.841498
3.512229, 2.866940, 3.569386
3.325866, 2.795541, 3.460714
3.752840, 2.988272, 3.738840
3.440518, 2.914933, 3.603036
3.457455, 2.979570, 3.671061
2.995013, 2.998329, 3.597332
2.941402, 2.811853, 3.400134
3.127290, 2.785949, 3.411407
2.565484, 2.826453, 3.339550
3.107758, 2.988745, 3.610296
3.260695, 3.096255, 3.748394
3.624683, 3.249286, 3.974223
3.404419, 2.879735, 3.560619
3.533422, 2.794194, 3.500879
3.846678, 2.844140, 3.613476
3.201193, 2.789309, 3.429548
3.263023, 3.090161, 3.742766
